,0,1
1499,spie,1
1500,probably,1
1501,100,4
1502,overnight,1
1503,jim,1
1504,rickard,1
1505,dr,12
1506,expose,2
1507,vicious,1
1508,jewish,3
1509,establishmen,2
1510,disabled,3
1511,spin,1
1512,finding,1
1513,common,5
1514,ground,1
1515,muslim,7
1516,painted,2
1517,garage,1
1518,lakshmim,1
1519,allow,2
1520,pennsylvania,1
1521,cathy,1
1522,fitts,1
1523,converts,1
1524,best,2
1525,histor,2
1526,compares,1
1527,veterans,4
1528,explode,1
1529,saakashvili,1
1530,reveals,4
1531,friendship,1
1532,hitler,4
1533,describes,1
1534,love,2
1535,literal,1
1536,beatdow,1
1537,successful,1
1538,block,6
1539,fight,2
1540,bac,2
1541,19,2
1542,gave,8
1543,31k,1
1544,empi,1
1545,vie,1
1546,guilt,1
1547,hearing,1
1548,chant,1
1549,brutal,2
1550,yell,1
1551,burn,2
1552,truck,3
1553,fishing,1
1554,yr,2
1555,son,3
1556,bumper,1
1557,sticker,1
1558,whines,1
1559,heads,2
1560,waterboar,1
1561,comes,3
1562,haunt,1
1563,century,4
1564,internet,3
1565,viral,2
1566,approximately,1
1567,bikers,2
1568,defending,2
1569,dresses,1
1570,fake,5
1571,networks,1
1572,arab,3
1573,taking,6
1574,cdc,2
1575,scientist,1
1576,vaccines,1
1577,autis,1
1578,desperate,3
1579,implosion,1
1580,insiders,2
1581,report,9
1582,bunker,1
1583,himsel,2
1584,director,4
1585,admitted,2
1586,scare,2
1587,tactic,3
1588,needs,3
1589,commanding,1
1590,neighbor,1
1591,arrest,2
1592,wearing,3
1593,deplorable,4
1594,shirt,4
1595,terr,1
1596,planning,4
1597,mob,4
1598,attacks,5
1599,michiga,2
1600,minute,2
1601,millions,4
1602,pour,3
1603,donors,2
1604,surges,1
1605,mainstream,3
1606,ignoring,1
1607,75,1
1608,focus,2
1609,screams,1
1610,semitic,1
1611,slurs,1
1612,brands,1
1613,enem,1
1614,milo,1
1615,dartmouth,1
1616,correctnes,2
1617,nightmare,4
1618,10,7
1619,ruin,1
1620,everythin,1
1621,great,5
1622,whistle,1
1623,twee,2
1624,funniest,1
1625,ll,6
1626,se,3
1627,beat,1
1628,trick,1
1629,agent,2
1630,bosses,1
1631,antichrist,1
1632,historischer,1
1633,erfolg,1
1634,zieht,1
1635,als,1
1636,erster,1
1637,clown,1
1638,wei,1
1639,haus,1
1640,ei,1
1641,attacked,5
1642,zombie,1
1643,184,4
1644,generals,4
1645,admirals,4
1646,endorse,6
1647,tonya,1
1648,parnel,1
1649,opens,3
1650,limo,1
1651,door,5
1652,spotted,2
1653,horrible,3
1654,jill,2
1655,stei,1
1656,dml,1
1657,provides,1
1658,analysis,1
1659,attorney,3
1660,jeff,1
1661,sessions,1
1662,louis,2
1663,farrakhan,1
1664,islam,4
1665,agrees,1
1666,extreme,2
1667,vetting,1
1668,immigrant,1
1669,tossed,1
1670,going,11
1671,online,3
1672,confirm,1
1673,counted,1
1674,vita,1
1675,quick,1
1676,primer,2
1677,elit,1
1678,historic,4
1679,mandate,1
1680,concede,2
1681,answer,3
1682,fundraising,2
1683,events,1
1684,try,3
1685,create,1
1686,poor,2
1687,kids,2
1688,20k,2
1689,use,1
1690,golf,1
1691,course,1
1692,fundraiser,1
1693,sponsore,1
1694,illegal,4
1695,shouts,1
1696,california,1
1697,supremacy,1
1698,elected,10
1699,takes,9
1700,battleground,2
1701,florid,5
1702,stacked,1
1703,dec,1
1704,dates,1
1705,train,1
1706,outsid,1
1707,wow,4
1708,pervert,1
1709,lookou,4
1710,tuesday,1
1711,slattery,3
1712,shoa,1
1713,explains,4
1714,relate,1
1715,officially,1
1716,lays,1
1717,skeptics,1
1718,wron,2
1719,doom,1
1720,sayers,1
1721,ben,1
1722,shapiro,1
1723,oliver,1
1724,abortion,1
1725,noun,1
1726,verb,1
1727,rubio,1
1728,seize,1
1729,murphy,1
1730,surprise,6
1731,abc,2
1732,uncovers,2
1733,payments,1
1734,followers,1
1735,times,11
1736,ensure,1
1737,race,4
1738,rigged,15
1739,ba,2
1740,files,1
1741,complaint,1
1742,interfering,1
1743,kellyanne,1
1744,jake,2
1745,tapper,2
1746,bigoted,1
1747,hats,1
1748,shirts,1
1749,blacks,8
1750,rejoice,3
1751,yo,1
1752,kgb,1
1753,sp,1
1754,plagiarized,1
1755,ridiculous,2
1756,source,1
1757,possibl,1
1758,offers,2
1759,discount,1
1760,horse,1
1761,semen,1
1762,creates,1
1763,mountains,1
1764,salt,1
1765,butthurt,2
1766,hags,1
1767,slapped,1
1768,justic,3
1769,pisses,1
1770,jon,1
1771,stewart,1
1772,beatdown,1
1773,leave,7
1774,program,2
1775,rough,1
1776,realit,2
1777,unfolds,1
1778,liv,1
1779,child,3
1780,canceled,1
